Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
272.079956	11553	1061414	1049862	1593	56.986324	0.227560	61.305038	0.175773	1.045871e+00	1.457678e-03	7.166648e-03	0.000000e+00	4514	4495	3	44	37	62676	5	202045	8924	2629	0	0	0	0	0	0	0	0	0
273.079987	11577	1073443	1061867	1615	57.179493	0.236849	61.780098	0.180758	1.047780e+00	1.457678e-03	7.379846e-03	0.000000e+00	4516	4494	3	44	36	63345	5	204342	8835	2742	0	0	0	0	0	0	0	0	0
274.080017	11655	1085770	1074116	1634	57.374687	0.239983	61.521873	0.182397	1.048382e+00	1.457678e-03	7.438720e-03	0.000000e+00	4533	4511	3	44	37	64038	5	206657	8858	2797	0	0	0	0	0	0	0	0	0
275.080048	11807	1098222	1086416	1664	57.684002	0.242399	60.189095	0.183643	1.048920e+00	1.457678e-03	7.504272e-03	0.000000e+00	4563	4541	3	44	34	64803	5	209082	8945	2862	0	0	0	0	0	0	0	0	0
276.080078	11912	1110654	1098743	1689	57.899345	0.246642	60.684242	0.185806	1.049755e+00	1.457678e-03	7.586488e-03	0.000000e+00	4551	4523	3	44	34	65464	5	211366	8974	2938	0	0	0	0	0	0	0	0	0
277.080139	12006	1123273	1111268	1714	58.183075	0.247043	60.023560	0.186013	1.049835e+00	1.457678e-03	7.595250e-03	0.000000e+00	4596	4568	3	45	35	66178	5	213730	9040	2966	0	0	0	0	0	0	0	0	0
278.080170	12110	1136073	1123964	1728	58.385220	0.250124	59.405033	0.187563	1.050453e+00	1.457678e-03	7.659411e-03	0.000000e+00	4658	4633	4	45	34	66944	5	216161	9081	3029	0	0	0	0	0	0	0	0	0
279.080292	12219	1148866	1136648	1751	58.529747	0.256486	58.233597	0.190698	1.051736e+00	1.457678e-03	7.787440e-03	0.000000e+00	4639	4609	4	45	38	67674	5	218608	9085	3134	0	0	0	0	0	0	0	0	0
280.080292	12331	1161879	1149549	1764	58.680317	0.255616	59.495495	0.190281	1.051549e+00	1.457678e-03	7.768597e-03	0.000000e+00	4699	4678	4	45	37	68424	5	221082	9179	3152	0	0	0	0	0	0	0	0	0
281.080414	12402	1174941	1162540	1783	58.828335	0.258910	60.677521	0.191878	1.052162e+00	1.457678e-03	7.825399e-03	0.000000e+00	4758	4735	4	45	39	69170	5	223526	9191	3211	0	0	0	0	0	0	0	0	0
282.080414	12547	1188060	1175514	1798	59.197418	0.263091	59.708328	0.193880	1.053037e+00	1.457678e-03	7.915863e-03	0.000000e+00	4869	4848	4	45	39	70003	5	226083	9246	3301	0	0	0	0	0	0	0	0	0
283.080414	12589	1201128	1188540	1819	59.365082	0.271269	60.218983	0.197676	1.054637e+00	1.457678e-03	8.065067e-03	0.000000e+00	4879	4857	4	46	39	70732	5	228535	9174	3415	0	0	0	0	0	0	0	0	0
284.080536	12684	1214444	1201761	1831	59.589561	0.276727	60.027664	0.200152	1.055781e+00	1.457678e-03	8.174710e-03	0.000000e+00	4922	4903	4	46	37	71556	5	231074	9174	3510	0	0	0	0	0	0	0	0	0
285.080536	12808	1227928	1215121	1850	59.753902	0.288570	60.288509	0.205291	1.058250e+00	1.457678e-03	8.399546e-03	0.000000e+00	4917	4895	4	46	37	72341	5	233603	9112	3696	0	0	0	0	0	0	0	0	0
286.080536	12917	1241517	1228601	1868	59.927616	0.294805	60.939396	0.207899	1.059494e+00	1.457678e-03	8.511010e-03	0.000000e+00	4988	4974	4	47	34	73104	5	236100	9109	3808	0	0	0	0	0	0	0	0	0
287.080536	13069	1255403	1242335	1889	59.982323	0.301783	61.429455	0.210709	1.060863e+00	1.457678e-03	8.621348e-03	0.000000e+00	5034	5014	4	47	36	73899	5	238737	9125	3944	0	0	0	0	0	0	0	0	0
288.080597	13163	1269289	1256127	1904	60.202232	0.308744	61.470821	0.213413	1.062313e+00	1.457678e-03	8.738974e-03	0.000000e+00	5104	5087	4	47	35	74723	5	241478	9099	4064	0	0	0	0	0	0	0	0	0
289.080627	13301	1283388	1270088	1932	60.329674	0.318096	61.256634	0.217057	1.064180e+00	1.457678e-03	8.874242e-03	0.000000e+00	5148	5118	6	48	36	75574	6	244192	9071	4229	1	0	0	0	0	0	0	0	0
290.080811	13544	1297800	1284257	1950	60.435692	0.321545	61.136555	0.218143	1.064966e+00	1.457678e-03	8.944654e-03	0.000000e+00	5221	5198	5	48	37	76422	6	246935	9189	4355	0	0	0	0	0	0	0	0	0
291.080811	13669	1312358	1298690	1976	60.595070	0.333309	61.210052	0.222214	1.067379e+00	1.457678e-03	9.115792e-03	0.000000e+00	5286	5268	5	48	39	77320	6	249704	9113	4556	0	0	0	0	0	0	0	0	0
292.080872	13782	1327022	1313241	2003	60.801117	0.344580	63.096249	0.225990	1.069646e+00	1.457678e-03	9.263840e-03	0.000000e+00	5401	5377	6	49	41	78226	6	252504	9034	4747	1	0	0	0	0	0	0	0	0
293.080872	13923	1341779	1327857	2023	61.047764	0.354521	63.692120	0.229132	1.071539e+00	1.457678e-03	9.368333e-03	0.000000e+00	5460	5438	7	49	39	79077	7	255323	8989	4932	2	0	0	0	0	0	0	0	0
294.080933	14065	1356762	1342698	2047	61.317383	0.360683	62.441673	0.230735	1.072783e+00	1.457678e-03	9.438570e-03	0.000000e+00	5519	5495	7	49	42	80013	7	258180	8993	5071	1	0	0	0	0	0	0	0	0
295.080933	14090	1371736	1357647	2069	61.450676	0.375302	62.516293	0.234876	1.075700e+00	1.457678e-03	9.593094e-03	0.000000e+00	5460	5434	7	49	41	80812	7	261023	8805	5282	3	0	0	0	0	0	0	0	0
296.080933	14238	1386990	1372753	2091	61.664280	0.390434	63.313747	0.238274	1.078715e+00	1.457678e-03	9.723742e-03	0.000000e+00	5590	5564	6	49	40	81799	7	263993	8681	5555	2	0	0	0	0	0	0	0	0
297.080963	14377	1402373	1387997	2116	61.835571	0.398205	61.919189	0.240459	1.080256e+00	1.457678e-03	9.797684e-03	0.000000e+00	5608	5587	6	50	42	82762	7	267022	8658	5713	6	0	0	0	0	0	0	0	0
298.080994	14474	1418081	1403608	2140	61.993988	0.414605	62.537144	0.243398	1.083515e+00	1.457678e-03	9.907045e-03	0.000000e+00	5639	5616	6	50	41	83628	7	269996	8478	5991	5	0	0	0	0	0	0	0	0
299.080994	14549	1433902	1419354	2169	62.146538	0.428621	62.285725	0.245301	1.086378e+00	1.457678e-03	9.999114e-03	0.000000e+00	5644	5615	5	50	41	84481	7	272971	8316	6230	3	0	0	0	0	0	0	0	0
300.081177	14627	1449915	1435289	2187	62.181717	0.446640	62.580414	0.248236	1.089780e+00	1.457678e-03	1.005889e-02	0.000000e+00	5637	5616	6	50	41	85378	7	275926	8102	6517	8	0	0	0	0	0	0	0	0
301.081177	14727	1465933	1451207	2202	62.194405	0.469546	63.457146	0.251656	1.094067e+00	1.457678e-03	1.010636e-02	0.000000e+00	5740	5720	6	50	39	86392	7	279024	7831	6877	19	0	0	0	0	0	0	0	0
302.081177	14897	1482211	1467315	2224	62.365643	0.477143	64.167412	0.251642	1.095588e+00	1.457678e-03	1.012381e-02	0.000000e+00	5817	5801	7	51	40	87372	9	282130	7805	7076	16	0	0	0	0	0	0	0	0
303.081207	15012	1498734	1483723	2242	62.429855	0.492473	64.620735	0.251534	1.098498e+00	1.457678e-03	1.009263e-02	0.000000e+00	5851	5834	6	51	41	88337	9	285250	7631	7369	12	0	0	0	0	0	0	0	0
