Generation	NumCells	TotalBirths	TotalDeaths	TotalMigrations	Passengers	Drivers	VarPassengers	VarDrivers	MeanBirthRate	MeanMigrationRate	VarBirthRate	VarMigRate	NumClones	NumGenotypes	NumDriverGenotypes	NumDemes	NumNon-EmptyDemes	MatrixColumns	DriverMatrixColumns	EverGenotypes	CellsWith0Drivers	CellsWith1Drivers	CellsWith2Drivers	CellsWith3Drivers	CellsWith4Drivers	CellsWith5Drivers	CellsWith6Drivers	CellsWith7Drivers	CellsWith8Drivers	CellsWith9Drivers	CellsWith10Drivers
10.019196	28	123	96	0	0.857143	0.000000	0.765306	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	9	9	1	1	1	12	1	22	28	0	0	0	0	0	0	0	0	0	0
11.019315	24	148	125	0	1.416667	0.000000	1.076389	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	11	11	1	1	1	15	1	28	24	0	0	0	0	0	0	0	0	0	0
12.019585	18	160	143	0	1.500000	0.000000	0.916667	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	10	10	1	1	1	16	1	30	18	0	0	0	0	0	0	0	0	0	0
13.020629	20	177	158	0	2.450000	0.000000	2.247500	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	11	11	1	1	1	17	1	35	20	0	0	0	0	0	0	0	0	0	0
14.021733	28	203	176	0	2.892857	0.000000	2.595663	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	15	15	1	1	1	22	1	42	28	0	0	0	0	0	0	0	0	0	0
15.021748	37	236	200	0	3.027027	0.000000	3.972243	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	17	17	1	1	1	26	1	50	37	0	0	0	0	0	0	0	0	0	0
16.022928	36	275	240	0	3.361111	0.000000	4.730710	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	13	13	1	1	1	28	1	56	36	0	0	0	0	0	0	0	0	0	0
17.023012	42	317	276	0	3.666667	0.000000	4.841270	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	12	12	1	1	1	29	1	61	42	0	0	0	0	0	0	0	0	0	0
18.028490	62	384	323	0	2.693548	0.000000	4.664152	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	18	18	1	1	1	34	1	70	62	0	0	0	0	0	0	0	0	0	0
19.032789	91	483	393	0	3.219780	0.000000	5.138510	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	25	25	1	1	1	42	1	89	91	0	0	0	0	0	0	0	0	0	0
20.037031	97	576	480	0	3.432990	0.000000	5.338294	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	27	27	1	1	1	48	1	103	97	0	0	0	0	0	0	0	0	0	0
21.037876	118	683	566	0	3.779661	0.000000	7.120943	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	37	37	1	1	1	59	1	124	118	0	0	0	0	0	0	0	0	0	0
22.038218	118	786	669	1	4.406780	0.000000	7.953175	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	39	39	1	2	1	69	1	147	118	0	0	0	0	0	0	0	0	0	0
23.038670	127	897	771	1	4.795276	0.000000	6.666748	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	46	46	1	2	1	81	1	172	127	0	0	0	0	0	0	0	0	0	0
24.041117	112	1016	905	1	4.839286	0.000000	7.367027	0.000000	1.000000e+00	1.457678e-03	0.000000e+00	0.000000e+00	40	40	1	2	1	81	1	188	112	0	0	0	0	0	0	0	0	0	0
25.041910	115	1141	1027	1	5.921739	0.008696	7.185181	0.008620	1.000012e+00	1.457678e-03	1.764561e-08	0.000000e+00	53	53	2	2	1	93	2	215	114	1	0	0	0	0	0	0	0	0	0
